COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 19107 
 NOMBRE    : SAN NICOLAS 
 ESTADO    : NUEVO LEÓN 
 MUNICIPIO : ANÁHUAC 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 27.53388889 ° 
 LONGITUD  : -99.97583333 ° 
 ALTITUD   : 239 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1978-01-01	3.5	0.7	17.5	15
1978-01-02	0	0.9	5	0.5
1978-01-03	0	0.5	12	1
1978-01-04	0	0.8	16	2.5
1978-01-05	0	1.3	17	6
1978-01-06	0	1.9	22	5
1978-01-07	0	2.1	25	6
1978-01-08	0	3.8	19	6.5
1978-01-09	0	2.6	13.5	2
1978-01-10	0	2.4	14	3
1978-01-11	0	1.4	15.5	4
1978-01-12	0	3.1	21	5
1978-01-13	0	3.7	18.5	5
1978-01-14	0	2.6	20	3
1978-01-15	0	2.9	21	4
1978-01-16	0	3.2	23	10
1978-01-17	0	3.9	11.5	3.5
1978-01-18	0	0.9	12.5	3
1978-01-19	0	0.6	6.5	2.5
1978-01-20	0	0.8	4	-1
1978-01-21	0	1.1	5	0
1978-01-22	0	1.4	9	3
1978-01-23	0	1.7	11	4
1978-01-24	0	2.6	16	7
1978-01-25	0	2.1	17.5	5
1978-01-26	0	3.2	22	2
1978-01-27	0	3.9	21	5
1978-01-28	2	1.6	8	5
1978-01-29	1	0.2	8	5
1978-01-30	0	0.5	11	6
1978-01-31	0	0.9	7.5	6
1978-02-01	0	0.7	12	4
1978-02-02	0	0.8	9	5
1978-02-03	0	0.5	9.5	4.5
1978-02-04	0	0.6	13	5
1978-02-05	0	0.6	18	1
1978-02-06	0	0.4	16	1.5
1978-02-07	0	1.3	19.5	5
1978-02-08	0	1.8	13	4
1978-02-09	0	0.7	15.5	4
1978-02-10	0	0.1	11	2.5
1978-02-11	0	1.5	17	3
1978-02-12	1	1.7	22	7
1978-02-13	0	2.9	23.5	4
1978-02-14	0	2.8	16	5
1978-02-15	0	3.7	14	6.5
1978-02-16	0	3.5	17	6.5
1978-02-17	0	3.8	19	7
1978-02-18	0	2.1	12	2
1978-02-19	0	3.5	13.5	2.5
1978-02-20	0	3.2	18	-1
1978-02-21	0	2.1	14	0
1978-02-22	0	3.9	19	-2
1978-02-23	0	4	21	0
1978-02-24	0	4.3	27	2.5
1978-02-25	0.5	5.6	28.5	10
1978-02-26	0	5.2	25	11
1978-02-27	0	4.2	27	14
1978-02-28	0	7.3	31.5	14.5
1978-03-01	0	4.9	27.5	16
1978-03-02	0	3	29	15
1978-03-03	0	3.9	19	10
1978-03-04	0	4.3	13.5	2
1978-03-05	0	2.8	21	3
1978-03-06	0	4.3	26	5
1978-03-07	0	4.2	26	10
1978-03-08	0	4.3	21.5	9
1978-03-09	0	6.8	23	5
1978-03-10	0	9	29.5	7
1978-03-11	0	7.2	30	10
