COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

REGISTRO DIARIO HISTÓRICO
EMISIÓN   : 21/11/2025 

DATOS DISPONIBLES EN LA BASE DE DATOS A: NOVEMBER DE 2025; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 19133 
 NOMBRE    : SABINAS HIDALGO 
 ESTADO    : NUEVO LEÓN 
 MUNICIPIO : SABINAS HIDALGO 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 26.50055556 ° 
 LONGITUD  : -100.1538889 ° 
 ALTITUD   : 291 msnm 




FECHA		PRECIP	EVAP	TMAX	TMIN
		(mm)	(mm)	(°C )	(°C)
1979-04-01	0	3.2	36	19
1979-04-02	0	2.2	31	19
1979-04-03	0	2.1	27	13
1979-04-04	0	3.9	28	13
1979-04-05	0	8.3	29	11
1979-04-06	0	4.1	28	13
1979-04-07	0	1.5	30	18
1979-04-08	0	6.5	36	19
1979-04-09	0	2.2	30	21
1979-04-10	0	7.9	37	20
1979-04-11	0	6.3	35	17
1979-04-12	0	6	33	18
1979-04-13	0	7.4	26	16
1979-04-14	0	5.9	34	15
1979-04-15	0	5.9	32	17
1979-04-16	17	0.6	28	18
1979-04-17	0	3.9	31	15
1979-04-18	0	3.1	34	15
1979-04-19	0	3.3	30	19
1979-04-20	16	6.5	33	18
1979-04-21	0	3.6	29	16
1979-04-22	0	3.4	29	15
1979-04-23	0	4.3	32	16
1979-04-24	0	0.3	35	14
1979-04-25	0	4.4	39	15
1979-04-26	0	6.3	32	18
1979-04-27	0	8.2	34	13
1979-04-28	0	2.9	32	18
1979-04-29	11	1.1	28	20
1979-04-30	9	2.5	23	17
1979-05-01	0	2.4	30	21
1979-05-02	0	5.4	35	20
1979-05-03	0	5.6	33	16
1979-05-04	0	4.1	27	18
1979-05-05	0	6.1	28	13
1979-05-06	0	4.7	36	14
1979-05-07	0	9	37	15
1979-05-08	0	6.7	37	20
1979-05-09	0	9.1	38	22
1979-05-10	0	6.6	37	21
1979-05-11	0	6.9	28	23
1979-05-12	0	0.4	25	16
1979-05-13	0	2.3	31	17
1979-05-14	0	5.5	33	19
1979-05-15	0	6.1	31	16
1979-05-16	0	6.4	29	19
1979-05-17	0	4.6	29	19
1979-05-18	0	7.3	36	18
1979-05-19	0	6.7	37	19
1979-05-20	0	6.3	35	18
1979-05-21	0	7.8	36	14
1979-05-22	0	8.6	36	21
1979-05-23	0	7.4	36	17
1979-05-24	0	5.1	36	21
1979-05-25	0	8.5	34	20
1979-05-26	0	6.5	35	13
1979-05-27	4	7.6	37	18
1979-05-28	0	4.9	36	18
1979-05-29	0	9.8	41	17
1979-05-30	0	8.2	44	19
1979-05-31	0	4.8	43	21
1979-06-01	46	11.7	40	20
1979-06-02	0	4	31	18
1979-06-03	0	9	34	22
1979-06-04	10	2	31	19
1979-06-05	0	3	33	17
1979-06-06	0	4	36	21
1979-06-07	8	7	35	22
1979-06-08	4	7	34	21
1979-06-09	0	4.8	35	22
1979-06-10	0	8.2	32	20
1979-06-11	0	8	31	20
1979-06-12	0	5	32	14
1979-06-13	0	5.2	34	14
1979-06-14	0	0.4	35	12
1979-06-15	0	7	38	15
1979-06-16	0	11.7	36	14
1979-06-17	0	6	32	16
1979-06-18	0	10.1	38	18
1979-06-19	0	7.4	39	20
1979-06-20	0	NULO	39	19
1979-06-21	0	8.6	42	22
1979-06-22	0	8.5	40	20
1979-06-23	0	9.9	39	19
1979-06-24	0	6	38	20
1979-06-25	0	6	39	20
1979-06-26	0	7.2	38	20
1979-06-27	0	8.9	38	19
1979-06-28	0	9.2	39	20
1979-06-29	0	7.9	40	20
1979-06-30	0	10.1	40	19
1979-07-01	0	10.1	40	19
1979-07-02	0	8.8	41	19
1979-07-03	0	6.8	40	14
1979-07-04	0	8	39	20
1979-07-05	0	8.3	39	22
1979-07-06	0	11.4	39	13
1979-07-07	0	10.7	39	21
1979-07-08	0	9.4	38	20
1979-07-09	0	9.1	40	20
1979-07-10	0	8.1	39	20
1979-07-11	0	9	41	19
1979-07-12	0	8.5	42	19
1979-07-13	0	10.5	40	21
1979-07-14	0	10.6	38	21
1979-07-15	0	12.2	39	21
1979-07-16	0	6.6	40	21
1979-07-17	0	6.1	39	19
1979-07-18	0	10.9	40	20
1979-07-19	0	9.3	39	19
1979-07-20	22	8.7	38	21
1979-07-21	0	4.8	38	20
1979-07-22	0	6	39	20
1979-07-23	0	7.7	40	20
1979-07-24	0	10.6	42	21
1979-07-25	0	10	40	20
1979-07-26	0	7	37	20
1979-07-27	0	5	38	19
1979-07-28	0	9.8	38	19
1979-07-29	0	5.7	39	19
1979-07-30	0	8.7	39	19
1979-07-31	0	7.8	40	19
1979-08-01	0	6.6	40	19
1979-08-02	0	8.2	39	19
1979-08-03	0	9.7	39	18
1979-08-04	0	6.5	38	18
1979-08-05	0	6.8	37	18
1979-08-06	0	6.8	39	19
1979-08-07	0	8.1	38	18
1979-08-08	0	7.6	38	18
1979-08-09	0	6.1	39	19
1979-08-10	0	11.8	40	19
1979-08-11	0	8	41	21
1979-08-12	0	4.4	36	19
1979-08-13	0	8.5	38	18
1979-08-14	0	3.2	38	19
1979-08-15	0	3.4	37	15
1979-08-16	0	7.2	38	18
1979-08-17	0	8.8	38	18
1979-08-18	0	12	38	18
1979-08-19	0	6.8	38	18
1979-08-20	0	8.4	39	18
1979-08-21	0	6.8	39	19
1979-08-22	0	9	41	18
1979-08-23	0	6.3	38	18
1979-08-24	0	8.1	37	17
1979-08-25	0	7.3	38	16
1979-08-26	0	7.7	40	16
1979-08-27	12	0.8	40	18
1979-08-28	0.2	1.8	34	18
1979-08-29	0.3	5.6	34	16
1979-08-30	0	5.2	38	19
1979-08-31	0	5.1	39	19
1979-09-01	0	5.4	40	19
1979-09-02	0	4	40	19
1979-09-03	0	4.4	39	17
1979-09-04	0	3.7	40	17
1979-09-05	0	4.5	37	17
1979-09-06	14	3	37	18
1979-09-07	6	3	33	16
1979-09-08	20	3.6	39	16
1979-09-09	0	2.4	37	16
1979-09-10	0	8	34	15
1979-09-11	0	2.7	34	13
1979-09-12	0	4.3	34	14
1979-09-13	0	4	35	14
1979-09-14	0	5	34	14
1979-09-15	0	6.8	31	15
1979-09-16	0	3.4	31	9
1979-09-17	0	1.4	33	8
1979-09-18	8	5.1	31	8
1979-09-19	0	4.6	29	8
1979-09-20	0	6.4	36	11
1979-09-21	0	7.3	35	13
1979-09-22	0	4.2	34	13
1979-09-23	0	4.6	35	10
1979-09-24	0	1.1	35	11
1979-09-25	0	2	36	13
1979-09-26	0	11	35	10
1979-09-27	0	7.5	36	9
1979-09-28	0	6.5	38	10
1979-09-29	0	6.3	39	12
1979-09-30	0	4.3	40	10
1979-10-01	0	5.1	37	19
1979-10-02	0	6.6	38	10
1979-10-03	0	6.4	40	11
1979-10-04	0	7.4	40	17
